1000 200000
331 233 366
128 608 998
649 452 945
312 566 113
178 328 987
882 912 388
195 34 542
692 699 115
328 819 393
362 503 392
739 12 936
299 605 858
750 465 882
887 540 174
671 995 225
833 921 439
35 438 33
846 5 465
810 652 470
276 677 819
648 601 760
523 408 533
685 822 254
33 250 208
452 133 952
630 521 45
579 322 758
835 432 921
375 235 245
772 879 587
476 860 615
846 893 777
104 552 652
154 121 153
858 563 22
300 283 549
359 863 684
847 642 453
563 501 266
132 92 0
835 566 15
891 341 282
663 224 233
443 440 485
68 64 609
767 727 342
776 602 301
876 213 404
636 493 711
139 638 699
327 614 508
868 181 42
534 845 178
345 152 318
773 770 231
909 74 443
230 928 33
862 943 294
440 209 874
605 744 43
347 440 322
833 643 133
711 182 22
367 242 227
31 179 155
43 104 503
949 408 690
522 156 359
887 990 624
86 958 619
420 128 666
793 882 45
416 623 26
307 275 846
133 602 963
988 938 47
630 240 63
233 366 340
985 709 586
485 368 78
831 280 508
463 954 197
141 914 285
284 402 420
27 558 689
206 200 851
980 20 126
212 544 5
676 53 356
637 331 161
201 322 382
636 809 703
254 764 526
756 972 932
113 158 839
710 738 666
281 714 725
819 36 316
668 213 622
974 25 619
750 538 29
728 709 810
685 746 866
289 427 62
783 342 247
492 660 597
135 329 989
243 705 663
428 170 533
476 897 132
521 719 719
998 326 195
428 526 134
304 392 448
573 71 69
224 812 143
870 704 324
228 810 362
753 372 277
105 16 333
925 902 114
163 692 808
387 902 667
952 713 289
651 897 360
398 424 369
155 675 107
365 700 63
312 404 850
853 967 137
848 348 294
437 823 518
10 413 452
862 152 729
160 358 43
916 836 9
22 939 744
852 842 303
581 572 773
746 648 122
855 237 548
877 480 539
544 221 346
899 467 132
422 706 156
878 428 442
852 875 312
120 506 959
746 339 972
551 206 750
953 450 391
646 31 129
377 915 21
837 380 150
705 593 512
329 122 879
222 400 793
143 94 10
647 471 750
60 746 922
927 364 924
225 588 138
170 599 867
644 414 133
77 122 658
992 565 454
133 243 547
5 205 816
646 431 23
243 956 465
348 538 409
456 43 210
678 204 492
694 714 211
57 334 297
69 93 14
889 647 877
242 593 76
338 440 722
398 998 644
704 914 329
404 770 461
874 601 862
480 570 373
662 295 228
797 77 816
344 604 61
865 514 788
195 373 462
197 338 354
241 458 445
569 628 396
552 586 88
503 11 817
886 999 840
284 504 143
638 920 485
982 638 223
993 922 214
962 316 649
52 412 766
196 285 376
399 335 624
669 39 321
682 860 664
405 155 401
25 469 210
663 564 521
147 33 145
854 519 685
513 549 931
463 902 712
913 288 22
821 118 413
279 418 722
719 858 722
816 916 119
295 296 896
343 364 65
724 530 576
90 166 751
219 320 664
748 412 954
525 57 369
438 850 46
360 427 922
591 25 901
5 852 512
151 227 542
28 874 730
306 553 510
844 397 169
434 956 923
894 953 257
960 728 398
591 307 235
2 839 882
173 469 321
28 51 457
344 232 238
726 243 749
227 150 350
494 400 714
498 892 918
897 645 846
637 868 31
758 730 69
251 637 265
16 381 941
937 498 235
336 749 263
780 153 905
942 842 756
300 829 864
409 643 648
835 763 613
318 204 89
468 932 757
573 589 71
516 173 849
770 77 218
654 168 91
941 187 772
786 5 947
573 200 834
142 906 68
222 429 97
134 397 437
801 157 828
936 155 464
630 301 158
665 597 679
156 834 562
802 114 942
160 404 182
632 351 125
746 775 843
316 222 380
498 843 981
857 314 605
529 560 324
762 803 54
418 914 478
977 161 346
955 748 101
529 124 13
340 716 423
461 837 618
838 895 241
495 606 176
641 322 956
340 464 999
781 30 17
842 933 482
779 829 603
129 517 849
735 617 959
161 148 690
135 676 830
683 491 263
785 644 818
497 293 944
595 360 538
990 631 84
731 601 385
309 898 70
378 959 710
27 209 208
753 379 661
299 682 855
90 252 708
836 342 542
971 276 695
417 365 45
158 936 73
411 403 644
510 842 913
650 257 108
178 469 446
74 223 550
308 949 812
945 323 505
346 518 885
955 966 154
558 614 280
420 808 568
170 14 173
574 121 251
250 780 844
794 65 927
85 391 54
332 794 140
146 353 292
620 264 359
826 890 554
957 883 969
646 993 655
937 890 28
76 537 298
523 869 122
45 257 303
854 521 355
570 323 85
647 808 466
804 236 838
38 905 746
12 958 425
907 180 998
207 535 287
848 158 370
189 785 171
985 994 324
283 851 400
502 735 736
672 643 3
521 160 526
242 859 930
704 219 472
556 42 516
131 276 468
377 928 248
655 229 669
992 346 448
351 677 364
196 360 480
930 125 80
320 301 46
382 284 918
833 829 115
980 552 521
814 189 326
102 637 540
905 958 322
393 182 248
446 99 260
188 715 136
202 993 121
794 600 852
189 500 957
477 660 51
256 7 863
508 802 315
683 4 6
101 138 203
793 852 164
558 736 717
714 959 718
461 651 473
164 598 216
393 612 646
414 582 890
862 480 127
654 560 308
936 1 573
989 607 77
202 1000 454
920 632 868
656 102 75
139 686 683
995 491 399
426 260 178
940 407 759
252 512 710
701 506 774
510 50 272
830 543 639
752 446 4
517 404 260
407 179 400
259 244 536
263 758 480
468 922 497
170 193 48
683 380 626
467 416 547
871 3 34
736 380 649
304 833 441
129 219 179
969 401 986
553 42 529
284 439 294
741 642 213
22 995 274
653 659 90
995 190 390
865 742 930
834 66 268
528 873 743
88 229 299
863 80 452
543 960 845
382 827 840
297 184 822
965 954 506
255 922 654
480 966 724
674 730 857
309 912 412
297 811 726
252 350 512
70 22 485
50 275 870
159 908 98
387 951 16
851 888 807
341 572 627
387 878 135
990 243 564
209 169 51
254 334 861
135 415 952
369 465 428
12 2 923
4 823 563
489 24 539
291 601 372
408 639 752
318 785 641
578 698 564
421 766 534
221 953 406
710 963 161
518 927 257
95 284 884
982 950 932
430 596 439
460 778 438
301 744 178
102 233 732
344 652 423
68 822 473
771 287 473
75 849 441
740 662 570
246 912 401
87 329 739
863 151 84
996 595 32
730 801 560
130 665 874
539 542 245
219 595 232
754 848 638
230 148 947
384 379 823
89 815 213
268 928 878
338 953 855
63 997 267
151 996 345
431 650 0
172 252 910
27 941 108
419 25 640
599 381 71
264 545 338
892 572 844
685 51 685
609 988 910
803 164 548
238 224 422
240 58 482
470 17 359
998 690 124
219 462 975
251 428 552
295 997 269
544 839 296
543 793 241
278 330 673
82 605 102
995 860 897
367 371 93
747 453 111
59 974 840
765 970 61
899 122 21
395 562 519
781 416 336
303 940 897
705 110 727
118 178 239
688 769 325
864 164 288
734 387 879
110 842 572
120 942 198
392 541 834
284 760 958
487 528 740
451 257 119
408 457 82
623 234 584
795 900 895
400 666 915
587 242 899
422 967 510
599 642 449
514 486 424
787 174 245
73 23 581
24 89 1
733 882 73
645 539 928
311 764 387
613 832 415
762 109 794
706 775 788
984 431 982
978 961 568
803 835 816
815 494 364
151 207 961
882 29 415
229 94 342
250 908 271
558 703 897
598 36 229
128 280 880
972 862 217
262 367 549
538 143 942
870 442 761
46 323 285
239 294 201
393 690 882
566 878 785
295 816 953
582 506 115
822 816 241
403 765 10
204 63 837
916 278 389
627 326 714
523 974 747
313 366 121
912 577 157
978 116 968
144 573 27
376 975 290
285 315 217
525 497 618
417 63 431
64 737 423
911 871 667
114 126 193
271 73 684
900 845 178
528 380 586
687 157 103
485 215 961
587 990 1
390 145 467
53 394 295
140 821 874
784 1000 265
950 541 334
624 719 599
77 586 942
814 947 385
131 78 273
140 441 74
363 357 459
672 619 692
604 542 324
865 695 137
551 228 636
462 383 94
399 266 347
1 35 733
961 502 0
504 557 196
880 419 826
350 408 117
383 485 173
627 400 729
422 197 498
606 729 697
748 85 82
971 623 358
161 400 885
101 651 573
211 771 686
923 416 16
605 921 206
699 961 440
276 488 235
79 879 887
736 162 505
311 910 601
906 538 834
26 10 714
673 766 852
54 799 721
862 464 621
372 474 961
65 575 900
82 900 212
767 259 810
308 962 634
163 934 853
198 85 747
71 921 278
856 888 495
813 325 525
622 685 31
464 724 398
317 993 471
657 501 673
957 904 871
716 30 365
551 564 586
966 598 590
239 1 622
41 763 269
237 913 12
140 543 468
317 820 182
613 551 10
848 35 856
656 221 740
468 421 624
581 592 12
850 759 475
427 16 611
566 100 789
178 25 39
440 898 810
574 316 395
260 352 505
172 29 216
640 765 671
523 687 675
382 195 261
955 210 848
489 301 327
395 892 208
675 216 356
194 238 36
974 88 498
587 82 300
75 924 479
55 893 807
436 442 471
546 761 29
966 580 245
2 376 781
954 6 624
953 493 68
191 432 858
123 497 179
355 275 328
737 718 685
584 855 807
719 918 488
146 976 748
356 7 968
506 604 625
900 224 379
953 681 502
421 348 371
941 745 34
71 907 513
277 48 418
851 684 394
129 548 17
716 178 404
355 274 616
425 126 223
638 168 708
491 335 662
504 502 96
401 488 965
506 867 848
361 23 869
336 2 253
507 664 102
20 652 870
984 742 963
998 907 587
546 82 702
907 188 524
781 479 416
260 155 717
522 101 835
151 314 872
932 521 536
52 6 125
106 271 763
416 395 821
80 855 926
318 631 844
224 667 653
783 539 619
814 374 417
367 141 598
470 599 895
85 665 295
767 981 976
474 548 323
241 496 948
355 733 920
628 652 972
729 779 125
146 822 692
921 565 488
854 837 356
201 864 626
309 502 818
810 437 383
632 281 613
715 546 645
646 732 35
672 111 3
68 163 293
674 971 333
411 961 120
588 141 897
276 192 292
775 754 526
584 474 35
608 400 764
848 716 434
137 653 438
11 262 780
174 921 960
490 647 405
564 858 323
627 139 456
972 386 630
123 283 555
347 686 119
13 31 891
17 474 43
774 803 773
480 686 767
860 604 436
964 925 131
475 257 829
45 907 768
902 699 655
562 190 76
894 68 617
587 691 152
933 794 730
903 661 866
604 941 191
71 601 617
215 730 281
683 408 97
32 933 587
395 46 246
468 890 825
807 184 660
67 193 313
936 967 866
746 384 195
771 348 992
493 324 17
829 289 51
478 74 242
596 514 746
833 924 803
21 917 78
378 313 515
44 342 9
150 767 879
842 240 905
726 634 309
97 928 485
241 89 617
427 654 700
858 545 709
187 590 329
115 262 389
411 920 43
887 358 778
740 375 836
680 911 736
713 709 408
697 600 868
517 925 547
343 300 94
16 972 776
281 824 829
356 344 553
724 146 299
638 282 658
152 268 350
949 770 957
967 865 704
453 819 724
801 424 825
394 599 961
513 280 507
588 364 574
935 985 97
186 983 995
284 335 542
234 742 395
869 76 73
597 293 550
742 940 106
310 804 981
323 110 991
814 448 272
743 51 177
751 708 491
421 991 241
63 747 878
231 337 143
688 831 198
202 697 369
137 15 170
58 258 255
84 811 485
901 92 103
225 417 270
292 766 235
308 230 821
377 973 739
753 954 236
417 801 56
749 854 551
903 470 360
130 464 625
925 535 457
228 983 690
439 998 900
77 637 238
178 876 224
582 10 774
715 403 124
970 915 28
668 257 497
112 184 522
270 215 157
230 699 769
16 26 286
235 230 941
947 734 517
837 315 775
226 558 422
872 992 959
237 811 96
440 129 868
106 852 594
819 885 356
536 44 819
50 1000 13
645 272 380
225 75 677
324 809 814
82 393 376
794 177 684
317 183 43
94 185 759
465 805 950
748 314 365
308 517 44
561 24 887
272 903 610
611 680 25
894 50 426
290 379 876
115 553 133
655 671 956
605 450 68
197 666 734
280 133 813
794 910 564
715 713 382
275 464 756
886 852 896
127 322 948
19 584 283
923 965 804
920 240 926
547 804 744
307 561 911
219 823 106
725 944 470
751 43 320
212 638 702
693 816 212
751 281 264
325 40 999
196 397 366
356 683 69
891 441 954
852 373 922
173 643 771
922 573 562
165 33 397
71 493 168
937 144 685
102 731 871
947 385 79
276 471 757
580 348 122
182 903 916
755 37 565
722 375 44
957 467 507
255 545 640
839 842 971
696 268 223
101 498 744
497 646 719
577 999 121
889 731 803
295 490 656
99 424 272
294 74 282
269 365 142
302 805 487
124 768 361
915 825 258
754 323 884
660 543 394
575 134 697
865 181 531
281 924 892
582 83 863
549 620 964
701 364 464
748 278 795
743 311 707
387 548 186
367 919 838
775 82 7
957 262 714
75 664 516
73 286 962
38 116 180
754 240 164
579 703 830
342 852 536
541 155 771
643 343 622
719 607 759
187 17 731
187 440 342
191 739 309
563 795 22
359 298 213
317 335 896
625 7 572
612 762 381
3 787 974
120 43 581
345 9 631
263 381 234
340 458 282
618 496 951
524 732 79
198 905 952
81 860 19
800 258 207
542 584 154
430 855 747
79 703 7
213 200 807
705 140 245
598 278 258
440 32 551
271 555 882
964 785 431
882 903 776
581 239 521
298 308 293
865 567 929
138 38 509
647 557 912
825 462 996
836 783 911
62 816 382
560 817 635
608 672 64
970 815 429
865 242 558
618 347 144
516 423 857
819 854 565
673 363 638
521 671 956
33 870 739
13 587 271
636 719 235
217 203 334
785 851 612
991 762 963
289 633 849
675 423 596
849 261 692
781 585 684
71 887 195
733 287 784
616 507 382
750 661 835
263 834 906
660 100 152
97 448 200
366 361 311
274 10 611
847 167 634
325 686 387
326 493 43
572 337 457
906 956 658
703 433 616
611 454 125
549 662 614
134 330 272
845 102 423
511 165 392
669 252 499
777 1 570
563 711 422
552 179 72
285 198 361
317 637 211
215 42 940
5 74 761
169 116 636
490 19 710
115 259 151
723 758 83
682 870 645
831 119 47
395 315 703
773 358 799
81 287 222
747 366 202
487 133 893
164 670 173
650 242 229
957 598 734
658 391 475
67 334 392
95 617 759
649 137 310
628 212 855
414 638 255
204 982 409
44 629 610
495 225 104
682 931 264
955 403 955
397 712 977
952 951 645
34 950 467
2 407 505
401 122 401
964 343 739
236 767 785
608 125 202
850 811 174
103 359 542
861 968 971
846 842 958
106 607 660
163 904 273
161 724 940
783 625 602
478 972 888
667 138 638
805 886 554
717 526 878
884 552 53
360 688 460
181 205 984
958 721 633
648 255 652
484 941 351
243 503 740
262 885 397
731 273 273
568 163 461
82 50 243
474 935 255
903 345 956
178 39 342
389 335 857
797 834 166
492 138 632
9 61 153
696 819 174
232 743 77
812 322 924
727 735 424
970 999 732
90 331 454
739 106 180
839 454 818
330 702 609
334 349 510
726 312 453
636 758 596
783 801 954
488 61 717
412 410 70
521 917 34
371 173 171
888 904 793
967 244 965
693 777 583
191 740 230
661 247 275
213 704 192
420 79 732
468 978 83
443 982 795
369 430 55
498 766 172
474 400 40
413 981 96
590 648 350
514 916 806
987 471 552
253 854 777
782 104 600
713 672 64
676 525 854
251 239 998
587 969 798
525 811 917
797 584 42
146 679 342
581 532 626
744 366 0
794 784 239
176 999 307
902 440 812
959 599 228
97 63 459
542 403 575
267 375 339
74 728 388
465 424 715
192 676 752
54 234 151
600 385 820
721 333 275
90 870 414
947 537 904
449 544 224
858 863 702
644 662 652
526 394 35
615 464 718
260 675 227
675 94 97
108 274 712
867 5 435
742 474 537
464 873 391
45 950 560
606 437 248
569 335 966
582 142 197
423 629 334
374 536 20
147 545 381
995 961 190
931 199 980
646 917 265
256 460 307
787 862 89
744 987 764
850 892 809
55 473 316
589 72 684
213 325 405
373 134 176
863 798 259
967 971 329
552 37 582
2 707 180
522 800 13
63 26 583
180 505 105
79 933 746
326 205 298
342 620 634
19 287 677
317 541 942
11 616 753
196 387 136
779 516 583
158 472 282
691 224 706
671 149 427
676 185 231
651 725 800
37 381 464
811 532 293
138 268 601
592 652 794
781 418 258
855 180 193
117 351 116
669 160 555
527 144 209
575 522 75
462 475 818
101 393 548
419 796 763
277 753 958
635 60 265
184 382 561
324 675 600
609 521 566
658 584 996
108 318 254
801 646 32
988 143 231
812 132 590
163 525 279
741 447 50
372 340 864
164 322 675
35 525 544
528 636 49
922 545 237
97 836 113
897 422 812
177 652 243
575 627 96
288 459 604
535 884 914
895 939 338
87 591 519
178 649 340
46 401 505
485 332 479
434 163 180
450 352 630
854 449 146
636 494 628
417 381 698
907 251 587
975 780 616
529 288 357
348 635 242
763 290 802
264 992 221
852 100 647
776 371 983
542 747 517
302 730 586
391 548 585
826 41 145
714 338 646
743 162 800
931 64 135
943 308 223
275 159 359
155 392 594
924 247 274
617 935 106
514 447 423
69 663 375
86 428 205
904 183 540
228 465 937
253 285 915
603 384 240
779 107 574
408 650 317
639 741 986
1 702 124
776 565 311
451 398 468
949 603 911
966 921 765
609 493 396
861 198 313
747 80 944
464 7 4
427 645 826
751 305 398
62 367 639
471 493 719
521 645 447
101 621 74
717 523 982
399 946 401
149 560 435
64 273 158
128 466 861
702 500 885
901 896 478
148 241 422
122 499 472
644 166 408
29 143 683
732 142 826
769 820 602
669 11 294
45 650 488
825 350 984
644 714 679
896 442 937
505 178 276
139 43 505
861 744 484
943 603 614
378 678 835
28 471 718
721 987 387
849 216 184
19 734 328
465 408 356
645 867 182
64 724 999
288 123 368
969 121 357
545 761 283
764 985 986
34 749 601
663 604 683
224 549 278
203 784 456
566 558 340
116 157 187
580 272 174
955 970 161
719 319 936
910 31 140
87 339 934
935 329 452
871 785 932
520 22 710
319 532 898
588 809 305
625 831 787
342 189 383
546 653 367
468 269 526
516 641 453
492 943 854
827 27 120
274 655 801
317 479 793
118 96 98
394 856 205
790 976 19
193 518 982
57 185 243
535 518 323
22 567 987
414 438 478
192 97 595
951 950 61
972 740 452
794 78 383
586 830 356
350 620 882
585 753 296
874 142 291
382 702 302
708 85 204
941 58 609
256 478 6
492 757 450
798 14 821
891 55 79
516 97 581
345 480 520
205 63 310
466 715 343
703 909 576
710 854 459
879 220 635
106 541 769
90 816 235
316 268 607
502 631 236
318 371 265
633 420 699
340 246 539
646 137 828
161 601 909
516 438 30
712 677 452
71 215 50
351 884 35
327 371 864
948 998 704
714 717 518
123 299 312
931 96 697
108 797 511
827 295 531
7 190 109
133 446 931
809 569 928
266 146 39
815 894 245
939 833 130
65 930 172
327 859 384
42 586 813
162 498 991
293 757 833
179 936 363
662 779 373
15 338 916
49 394 810
904 100 103
811 200 65
143 870 658
829 943 383
395 218 907
170 425 506
444 442 311
169 819 949
304 734 80
927 853 537
392 959 251
244 542 99
520 535 744
802 211 709
440 920 661
440 911 441
285 306 904
657 226 564
750 391 572
96 694 509
739 815 840
984 253 584
264 299 614
372 754 967
8 270 912
408 827 564
80 571 425
951 807 668
567 800 956
85 944 449
995 155 722
263 495 721
315 536 413
569 284 991
974 126 746
784 151 849
484 912 456
26 260 112
842 369 837
510 326 175
456 130 297
668 295 340
363 699 748
334 882 17
461 432 620
202 185 754
235 308 11
445 801 140
918 960 367
191 866 431
736 341 781
951 806 809
676 699 933
33 603 963
805 414 397
295 467 237
379 954 54
797 191 330
861 206 865
904 582 33
105 794 230
383 157 773
621 638 259
650 946 267
392 123 367
470 151 648
386 297 596
765 505 630
565 858 115
945 807 449
788 662 748
53 612 533
42 24 673
882 600 893
281 22 730
457 834 901
140 222 223
379 194 914
814 479 176
965 602 659
487 546 738
888 74 335
341 79 924
889 639 930
203 733 299
930 13 955
159 26 806
257 627 288
331 578 987
899 581 921
102 189 740
46 967 880
924 283 901
312 17 206
14 364 603
224 640 480
425 743 212
438 987 599
767 965 961
270 211 954
724 883 82
549 905 263
295 514 420
906 843 94
836 207 911
397 449 607
195 307 72
623 531 277
492 424 494
748 817 448
401 370 394
668 768 137
60 676 764
544 877 741
499 552 587
182 811 599
796 820 526
213 453 995
404 13 687
273 791 163
841 686 895
574 437 146
422 335 500
736 350 230
368 667 575
930 495 402
587 239 734
400 880 786
429 576 65
581 347 995
867 381 879
783 159 506
661 657 285
386 629 482
841 994 178
887 564 211
30 796 16
884 582 161
999 519 578
542 985 761
187 55 161
151 793 473
592 130 17
383 583 845
506 820 693
470 703 899
595 268 42
922 694 221
737 526 322
161 61 235
739 636 946
275 705 190
653 132 328
769 992 774
178 656 688
710 96 739
106 849 126
845 593 114
786 81 917
239 47 883
235 110 732
566 743 43
265 772 159
240 906 595
458 462 522
827 418 758
10 943 190
181 802 626
277 467 286
689 435 596
213 234 952
941 268 739
605 759 525
347 105 957
37 193 269
963 234 559
532 973 253
104 573 549
248 939 765
731 214 691
142 652 847
590 276 610
323 430 662
590 272 39
95 650 651
858 106 480
936 113 526
65 559 437
560 913 177
458 961 393
734 693 649
924 151 645
641 788 749
408 944 364
260 707 151
991 360 649
945 577 91
467 404 975
32 472 0
990 709 720
250 725 531
237 748 872
394 766 588
809 235 807
710 688 719
674 385 413
104 83 111
871 326 35
741 922 392
9 396 250
323 474 486
433 466 183
360 802 286
392 572 30
762 316 42
893 945 119
675 385 102
763 936 83
887 79 986
405 114 228
277 138 51
543 825 480
876 699 815
603 615 859
158 445 805
143 315 703
111 789 193
356 439 730
567 266 855
765 268 572
546 429 671
679 527 464
438 40 175
1 574 466
704 606 527
336 836 876
7 329 686
636 359 300
594 325 721
941 809 626
313 928 574
236 343 679
527 139 60
687 85 868
888 885 862
733 102 352
953 262 32
869 712 253
305 49 159
805 686 706
405 783 668
110 620 883
253 260 476
70 149 590
470 366 51
347 254 152
537 518 516
62 149 129
945 842 588
773 561 262
811 888 608
562 271 282
784 752 491
391 939 354
634 8 275
981 224 742
632 361 300
535 377 26
66 130 710
62 723 762
67 575 326
30 48 191
759 848 624
727 324 486
3 375 756
263 647 69
446 458 263
922 246 966
57 285 82
752 565 575
697 138 296
145 629 169
974 749 784
391 435 106
556 510 157
923 563 675
84 765 601
743 107 549
230 348 510
570 440 899
960 851 759
84 595 254
866 594 690
718 108 172
707 622 171
773 45 208
931 517 558
116 176 709
202 449 618
339 612 472
290 57 280
557 437 27
122 177 127
87 523 654
197 233 905
570 35 316
684 164 412
920 280 641
995 747 53
927 775 138
416 592 232
231 110 943
540 533 35
298 708 154
808 657 469
809 33 833
639 412 886
332 231 106
185 583 172
499 15 17
158 967 123
23 989 979
992 526 850
328 383 995
122 801 241
802 479 669
458 284 701
985 626 324
896 553 161
996 620 230
601 919 323
119 176 957
230 45 857
282 530 532
41 141 215
554 586 666
937 873 99
610 445 859
383 98 618
370 630 934
238 430 838
624 575 318
626 861 162
313 697 422
409 692 330
342 340 811
646 980 161
995 263 699
561 479 341
218 637 224
67 356 588
880 701 176
76 513 454
652 585 2
174 626 644
434 317 644
921 134 653
371 375 326
781 828 782
28 635 847
853 739 715
23 714 913
405 722 268
651 353 976
942 130 611
505 799 69
300 323 719
159 915 897
974 276 707
344 494 770
580 165 859
740 801 817
215 247 800
576 955 825
767 703 655
623 306 645
655 936 70
635 300 509
827 488 150
348 677 196
457 308 401
993 912 201
915 669 78
365 985 378
846 48 887
16 407 112
602 459 15
967 159 111
390 132 383
904 91 941
805 882 203
670 219 456
236 912 280
974 745 679
669 789 892
967 887 102
693 553 671
153 177 370
944 706 763
964 799 63
90 832 814
533 277 705
304 342 95
586 336 336
490 984 806
428 860 233
337 730 60
318 524 796
378 839 46
611 999 273
118 186 899
455 640 932
555 599 188
881 699 280
574 133 683
19 884 972
789 906 86
230 439 119
409 770 620
300 626 94
994 352 949
678 915 896
672 88 819
1000 768 625
141 563 290
209 805 227
943 610 873
936 74 961
274 362 322
600 110 334
519 144 239
173 251 138
449 874 78
746 948 889
148 253 601
429 172 579
326 781 668
121 731 81
274 664 906
241 597 312
471 483 827
407 88 298
818 621 113
443 484 58
646 128 662
509 576 528
418 784 837
536 652 348
656 911 715
89 367 720
400 806 110
229 989 428
9 154 860
204 265 78
944 318 703
66 268 334
60 186 863
626 746 457
399 475 591
828 262 505
826 710 698
762 7 86
662 256 311
933 29 875
524 317 484
429 691 538
550 697 550
45 20 945
873 642 327
600 965 131
873 211 92
635 850 553
756 958 58
615 425 262
208 379 168
668 210 906
72 539 607
208 261 576
646 749 44
208 71 836
254 256 580
912 872 422
768 186 687
194 339 187
898 704 882
413 988 422
804 559 609
730 370 917
415 502 864
1 906 10
792 282 90
680 541 838
588 941 876
126 379 708
130 335 386
119 469 497
528 820 832
323 285 904
832 481 626
210 942 130
381 443 48
492 35 127
766 457 856
19 62 849
391 928 133
899 770 647
178 7 677
399 955 754
986 631 845
55 736 345
737 415 298
107 813 234
859 412 443
109 880 241
586 735 22
192 480 751
670 685 964
140 333 503
463 764 67
274 248 62
719 52 146
134 149 881
473 352 706
356 647 526
333 615 337
873 839 729
239 596 408
717 358 800
204 734 356
563 664 131
520 436 572
716 364 42
912 40 160
514 541 868
414 480 716
953 164 950
589 576 364
221 794 752
485 516 351
628 364 421
169 912 641
480 941 24
8 220 354
715 791 290
158 638 575
64 992 435
511 419 16
264 241 164
125 28 501
888 128 873
911 218 352
250 9 454
656 330 600
176 883 463
637 292 715
891 736 80
266 474 371
803 18 674
422 317 880
628 996 296
936 421 49
506 116 747
836 769 859
394 84 82
506 544 9
140 614 406
736 484 593
533 329 398
343 674 616
742 357 414
63 715 618
861 880 281
821 381 926
95 653 968
896 887 419
775 520 525
920 13 393
812 468 989
460 654 825
297 705 353
316 593 168
929 201 50
9 937 2
905 813 430
180 775 208
938 587 182
844 833 319
797 861 427
51 258 585
283 560 703
605 834 311
224 299 801
87 81 813
227 248 209
180 763 885
243 404 688
119 75 328
950 996 189
666 290 340
798 91 672
933 272 638
994 771 334
406 622 945
239 930 138
93 659 234
337 966 459
512 896 772
946 251 529
521 852 885
482 947 665
333 970 111
636 18 865
798 497 336
747 988 354
483 206 287
485 298 676
291 121 55
703 572 892
794 703 527
926 88 480
584 555 643
267 908 858
619 858 729
679 78 235
415 555 985
328 44 961
208 211 921
574 581 235
12 871 315
128 796 514
316 59 881
764 610 818
1 91 372
847 888 415
857 966 195
907 558 698
910 605 385
915 111 264
512 918 38
308 86 56
200 390 460
771 167 415
351 980 521
315 526 560
831 540 19
736 500 308
394 56 658
734 698 382
399 852 514
863 149 125
60 806 363
581 334 860
680 361 139
725 985 306
146 205 157
515 142 906
204 966 68
238 275 635
873 871 982
627 589 369
920 518 333
918 464 724
946 113 93
189 201 893
596 909 428
885 665 61
829 113 741
86 642 681
82 432 987
396 620 456
175 795 568
861 444 907
364 443 593
956 628 425
374 718 538
122 618 322
159 148 944
109 350 23
995 769 693
865 155 578
174 632 645
688 272 594
504 657 595
904 552 58
399 514 693
468 850 792
640 849 378
103 977 303
19 71 4
975 533 714
813 717 570
146 967 213
247 667 922
834 526 864
546 820 592
911 753 332
587 997 167
545 797 363
358 559 386
991 70 297
894 648 371
175 485 70
195 538 517
309 927 950
40 196 699
155 388 232
907 659 513
721 307 890
824 220 483
390 398 947
270 418 549
451 242 8
383 579 97
100 31 795
633 712 775
446 791 34
443 529 936
684 999 142
385 585 835
592 989 593
964 434 906
310 602 94
565 606 83
356 165 204
889 958 273
346 610 507
533 197 30
185 195 37
418 795 349
314 565 58
91 504 778
772 708 924
145 28 518
935 237 339
37 467 998
923 864 413
849 117 645
883 463 943
10 984 337
645 669 554
504 82 553
458 116 555
703 966 138
594 493 158
750 74 444
466 22 20
347 582 287
18 687 433
838 976 517
311 468 178
391 932 405
560 134 385
198 817 469
381 353 234
412 303 945
863 185 951
745 260 353
973 175 162
511 590 510
791 568 813
655 518 129
403 983 532
3 47 184
835 524 669
200 841 308
886 35 932
186 656 582
8 436 381
387 507 732
609 928 620
266 131 898
767 776 461
388 677 708
944 90 386
497 107 787
850 269 98
592 519 82
862 144 784
837 996 432
755 391 329
551 888 188
104 976 674
745 850 294
964 14 342
886 96 553
637 860 156
8 657 885
418 917 552
191 633 114
555 656 15
240 312 957
673 273 223
657 184 762
583 450 3
759 516 171
405 754 80
134 772 245
231 417 272
226 329 611
149 64 384
781 939 387
506 593 588
839 202 626
538 126 619
54 981 441
237 830 789
508 822 249
223 901 498
923 649 525
888 932 991
864 623 35
187 183 707
18 292 439
83 855 266
538 732 102
123 204 409
166 67 505
643 793 765
493 6 158
201 114 789
508 844 274
547 688 361
533 299 988
14 640 260
351 263 693
153 13 171
30 474 434
479 720 480
153 879 339
938 365 825
668 282 51
261 665 825
728 474 893
661 650 378
172 760 81
101 597 997
571 977 711
703 847 406
585 276 537
196 207 111
321 787 983
534 828 244
227 490 683
896 332 818
775 700 92
837 736 52
134 893 798
611 804 613
502 485 109
57 26 880
299 875 685
784 545 412
893 812 726
116 252 755
993 668 303
933 276 121
22 782 152
227 879 292
263 55 489
936 483 176
641 872 452
284 632 150
510 315 657
930 885 480
798 323 140
616 203 786
82 845 404
768 305 802
24 318 258
561 185 844
242 402 48
950 991 200
53 513 452
235 623 879
702 264 977
879 247 462
859 295 241
558 669 640
530 826 137
889 949 780
